Студент: Дмитрий         | Зачетка: 49498 | Балл: 29
Студент: Алексей         | Зачетка: 31873 | Балл: 6
Студент: Елена           | Зачетка: 95158 | Балл: 14
Студент: Елена           | Зачетка: 79123 | Балл: 30
Студент: Дмитрий         | Зачетка: 60619 | Балл: 16
Студент: Алексей         | Зачетка: 98378 | Балл: 45
Студент: Анна            | Зачетка: 96478 | Балл: 87
Студент: Алексей         | Зачетка: 90127 | Балл: 62
Студент: Мария           | Зачетка: 47037 | Балл: 72
Студент: Алексей         | Зачетка: 76784 | Балл: 28
Студент: Анна            | Зачетка: 49330 | Балл: 78
Студент: Иван            | Зачетка: 25850 | Балл: 78
Студент: Иван            | Зачетка: 30526 | Балл: 27
Студент: Анна            | Зачетка: 84321 | Балл: 55
Студент: Дмитрий         | Зачетка: 80041 | Балл: 16
Студент: Алексей         | Зачетка: 89812 | Балл: 66
Студент: Алексей         | Зачетка: 44451 | Балл: 1
Студент: Анна            | Зачетка: 18919 | Балл: 6
Студент: Иван            | Зачетка: 86671 | Балл: 81
Студент: Елена           | Зачетка: 64431 | Балл: 12
Студент: Мария           | Зачетка: 58320 | Балл: 41
Студент: Елена           | Зачетка: 48346 | Балл: 92
Студент: Мария           | Зачетка: 57862 | Балл: 82
Студент: Дмитрий         | Зачетка: 14698 | Балл: 10
Студент: Дмитрий         | Зачетка: 27055 | Балл: 18
Студент: Мария           | Зачетка: 24954 | Балл: 58
Студент: Алексей         | Зачетка: 74896 | Балл: 100
Студент: Алексей         | Зачетка: 79618 | Балл: 74
Студент: Мария           | Зачетка: 43929 | Балл: 76
Студент: Анна            | Зачетка: 72320 | Балл: 89
Студент: Елена           | Зачетка: 56210 | Балл: 15
Студент: Мария           | Зачетка: 39295 | Балл: 32
Студент: Иван            | Зачетка: 83625 | Балл: 79
Студент: Анна            | Зачетка: 37800 | Балл: 60
Студент: Мария           | Зачетка: 78315 | Балл: 29
Студент: Алексей         | Зачетка: 41168 | Балл: 73
Студент: Мария           | Зачетка: 29333 | Балл: 100
Студент: Иван            | Зачетка: 85349 | Балл: 44
Студент: Елена           | Зачетка: 64298 | Балл: 16
Студент: Алексей         | Зачетка: 29115 | Балл: 64
Студент: Иван            | Зачетка: 83616 | Балл: 76
Студент: Дмитрий         | Зачетка: 65577 | Балл: 76
Студент: Дмитрий         | Зачетка: 29077 | Балл: 65
Студент: Алексей         | Зачетка: 74268 | Балл: 46
Студент: Анна            | Зачетка: 88194 | Балл: 35
Студент: Иван            | Зачетка: 39351 | Балл: 9
Студент: Елена           | Зачетка: 66735 | Балл: 75
Студент: Елена           | Зачетка: 84640 | Балл: 44
Студент: Алексей         | Зачетка: 45825 | Балл: 73
Студент: Мария           | Зачетка: 19167 | Балл: 93
Студент: Иван            | Зачетка: 62538 | Балл: 87
Студент: Елена           | Зачетка: 96245 | Балл: 76
Студент: Елена           | Зачетка: 77504 | Балл: 47
Студент: Иван            | Зачетка: 19133 | Балл: 55
Студент: Мария           | Зачетка: 74115 | Балл: 45
Студент: Дмитрий         | Зачетка: 99305 | Балл: 82
Студент: Иван            | Зачетка: 13869 | Балл: 20
Студент: Анна            | Зачетка: 32583 | Балл: 93
Студент: Анна            | Зачетка: 33283 | Балл: 70
Студент: Дмитрий         | Зачетка: 18198 | Балл: 91
Студент: Елена           | Зачетка: 26433 | Балл: 98
Студент: Мария           | Зачетка: 59210 | Балл: 1
Студент: Иван            | Зачетка: 23322 | Балл: 60
Студент: Алексей         | Зачетка: 91854 | Балл: 78
Студент: Анна            | Зачетка: 15415 | Балл: 69
Студент: Анна            | Зачетка: 27416 | Балл: 6
Студент: Алексей         | Зачетка: 79534 | Балл: 67
Студент: Елена           | Зачетка: 56111 | Балл: 88
Студент: Дмитрий         | Зачетка: 34903 | Балл: 74
Студент: Мария           | Зачетка: 85511 | Балл: 29
Студент: Мария           | Зачетка: 72794 | Балл: 1
Студент: Дмитрий         | Зачетка: 18093 | Балл: 58
Студент: Иван            | Зачетка: 57796 | Балл: 26
Студент: Алексей         | Зачетка: 17777 | Балл: 56
Студент: Елена           | Зачетка: 71131 | Балл: 64
Студент: Елена           | Зачетка: 23552 | Балл: 35
Студент: Анна            | Зачетка: 81641 | Балл: 36
Студент: Елена           | Зачетка: 49692 | Балл: 36
Студент: Алексей         | Зачетка: 72460 | Балл: 81
Студент: Анна            | Зачетка: 41505 | Балл: 69
Студент: Дмитрий         | Зачетка: 97979 | Балл: 56
Студент: Алексей         | Зачетка: 44846 | Балл: 71
Студент: Дмитрий         | Зачетка: 23273 | Балл: 94
Студент: Анна            | Зачетка: 14477 | Балл: 70
Студент: Елена           | Зачетка: 57455 | Балл: 0
Студент: Анна            | Зачетка: 32439 | Балл: 98
Студент: Елена           | Зачетка: 59065 | Балл: 98
Студент: Алексей         | Зачетка: 49038 | Балл: 50
Студент: Анна            | Зачетка: 69795 | Балл: 98
Студент: Анна            | Зачетка: 94450 | Балл: 6
Студент: Мария           | Зачетка: 10734 | Балл: 93
Студент: Елена           | Зачетка: 24905 | Балл: 29
Студент: Анна            | Зачетка: 18578 | Балл: 49
Студент: Елена           | Зачетка: 64449 | Балл: 61
Студент: Дмитрий         | Зачетка: 16526 | Балл: 28
Студент: Анна            | Зачетка: 51249 | Балл: 57
Студент: Анна            | Зачетка: 16105 | Балл: 72
Студент: Иван            | Зачетка: 59308 | Балл: 78
Студент: Елена           | Зачетка: 22157 | Балл: 28
Студент: Иван            | Зачетка: 21471 | Балл: 65
Студент: Мария           | Зачетка: 21966 | Балл: 49
Студент: Анна            | Зачетка: 86862 | Балл: 60
Студент: Алексей         | Зачетка: 78586 | Балл: 85
Студент: Анна            | Зачетка: 68291 | Балл: 4
Студент: Алексей         | Зачетка: 38407 | Балл: 55
Студент: Елена           | Зачетка: 66725 | Балл: 24
Студент: Мария           | Зачетка: 79358 | Балл: 76
Студент: Анна            | Зачетка: 87042 | Балл: 55
Студент: Алексей         | Зачетка: 14624 | Балл: 30
Студент: Дмитрий         | Зачетка: 70156 | Балл: 60
Студент: Елена           | Зачетка: 27548 | Балл: 89
Студент: Анна            | Зачетка: 42597 | Балл: 98
Студент: Иван            | Зачетка: 14942 | Балл: 26
Студент: Дмитрий         | Зачетка: 40031 | Балл: 19
Студент: Мария           | Зачетка: 47770 | Балл: 11
Студент: Анна            | Зачетка: 87923 | Балл: 48
Студент: Алексей         | Зачетка: 95257 | Балл: 13
Студент: Иван            | Зачетка: 28370 | Балл: 91
Студент: Мария           | Зачетка: 14022 | Балл: 94
Студент: Анна            | Зачетка: 40019 | Балл: 83
Студент: Алексей         | Зачетка: 48478 | Балл: 50
Студент: Алексей         | Зачетка: 38358 | Балл: 72
Студент: Алексей         | Зачетка: 70572 | Балл: 31
Студент: Елена           | Зачетка: 69850 | Балл: 22
Студент: Мария           | Зачетка: 62601 | Балл: 3
Студент: Елена           | Зачетка: 59857 | Балл: 1
Студент: Дмитрий         | Зачетка: 69389 | Балл: 31
Студент: Анна            | Зачетка: 64068 | Балл: 88
Студент: Мария           | Зачетка: 25497 | Балл: 85
Студент: Алексей         | Зачетка: 76401 | Балл: 44
Студент: Алексей         | Зачетка: 30834 | Балл: 24
Студент: Мария           | Зачетка: 39289 | Балл: 19
Студент: Анна            | Зачетка: 32453 | Балл: 65
Студент: Дмитрий         | Зачетка: 62245 | Балл: 30
Студент: Алексей         | Зачетка: 14262 | Балл: 84
Студент: Елена           | Зачетка: 63319 | Балл: 84
Студент: Алексей         | Зачетка: 62660 | Балл: 15
Студент: Елена           | Зачетка: 25760 | Балл: 33
Студент: Дмитрий         | Зачетка: 63738 | Балл: 69
Студент: Дмитрий         | Зачетка: 83183 | Балл: 51
Студент: Дмитрий         | Зачетка: 91123 | Балл: 0
Студент: Елена           | Зачетка: 53876 | Балл: 94
Студент: Дмитрий         | Зачетка: 56139 | Балл: 43
Студент: Иван            | Зачетка: 10390 | Балл: 92
Студент: Мария           | Зачетка: 38039 | Балл: 71
Студент: Елена           | Зачетка: 25663 | Балл: 35
Студент: Дмитрий         | Зачетка: 21415 | Балл: 34
Студент: Мария           | Зачетка: 81218 | Балл: 23
Студент: Мария           | Зачетка: 96585 | Балл: 79
Студент: Мария           | Зачетка: 89100 | Балл: 86
Студент: Анна            | Зачетка: 60837 | Балл: 23
Студент: Дмитрий         | Зачетка: 61077 | Балл: 98
Студент: Елена           | Зачетка: 75672 | Балл: 6
Студент: Анна            | Зачетка: 76592 | Балл: 95
Студент: Мария           | Зачетка: 69290 | Балл: 52
Студент: Елена           | Зачетка: 40738 | Балл: 24
Студент: Иван            | Зачетка: 71730 | Балл: 83
Студент: Мария           | Зачетка: 65703 | Балл: 57
Студент: Елена           | Зачетка: 61456 | Балл: 11
Студент: Мария           | Зачетка: 75491 | Балл: 47
Студент: Елена           | Зачетка: 31780 | Балл: 55
Студент: Елена           | Зачетка: 57635 | Балл: 93
Студент: Алексей         | Зачетка: 43498 | Балл: 25
Студент: Дмитрий         | Зачетка: 12955 | Балл: 39
Студент: Мария           | Зачетка: 87673 | Балл: 81
Студент: Дмитрий         | Зачетка: 48777 | Балл: 60
Студент: Анна            | Зачетка: 65147 | Балл: 23
Студент: Елена           | Зачетка: 76758 | Балл: 76
Студент: Иван            | Зачетка: 43559 | Балл: 93
Студент: Мария           | Зачетка: 40384 | Балл: 54
Студент: Алексей         | Зачетка: 79965 | Балл: 32
Студент: Анна            | Зачетка: 32194 | Балл: 96
Студент: Дмитрий         | Зачетка: 38332 | Балл: 60
Студент: Анна            | Зачетка: 81358 | Балл: 19
Студент: Иван            | Зачетка: 32102 | Балл: 92
Студент: Алексей         | Зачетка: 57937 | Балл: 70
Студент: Елена           | Зачетка: 68416 | Балл: 32
Студент: Мария           | Зачетка: 56937 | Балл: 96
Студент: Алексей         | Зачетка: 12685 | Балл: 45
Студент: Иван            | Зачетка: 75142 | Балл: 10
Студент: Алексей         | Зачетка: 45291 | Балл: 30
Студент: Анна            | Зачетка: 62367 | Балл: 58
Студент: Елена           | Зачетка: 89922 | Балл: 26
Студент: Алексей         | Зачетка: 56801 | Балл: 49
Студент: Иван            | Зачетка: 81567 | Балл: 99
Студент: Алексей         | Зачетка: 62347 | Балл: 83
Студент: Дмитрий         | Зачетка: 71252 | Балл: 42
Студент: Иван            | Зачетка: 37071 | Балл: 19
Студент: Анна            | Зачетка: 63800 | Балл: 41
Студент: Дмитрий         | Зачетка: 36990 | Балл: 75
Студент: Анна            | Зачетка: 59557 | Балл: 66
Студент: Дмитрий         | Зачетка: 22858 | Балл: 10
Студент: Анна            | Зачетка: 45047 | Балл: 2
Студент: Алексей         | Зачетка: 79261 | Балл: 49
Студент: Мария           | Зачетка: 13537 | Балл: 24
Студент: Иван            | Зачетка: 86481 | Балл: 77
Студент: Дмитрий         | Зачетка: 53525 | Балл: 95
Студент: Анна            | Зачетка: 95380 | Балл: 18
Студент: Елена           | Зачетка: 80468 | Балл: 89
Студент: Иван            | Зачетка: 68188 | Балл: 47
Студент: Мария           | Зачетка: 45388 | Балл: 23
Студент: Дмитрий         | Зачетка: 78094 | Балл: 23
Студент: Елена           | Зачетка: 77505 | Балл: 91
Студент: Елена           | Зачетка: 54216 | Балл: 36
Студент: Анна            | Зачетка: 50922 | Балл: 25
Студент: Иван            | Зачетка: 96792 | Балл: 29
Студент: Анна            | Зачетка: 10183 | Балл: 30
Студент: Алексей         | Зачетка: 64723 | Балл: 38
Студент: Алексей         | Зачетка: 70374 | Балл: 21
Студент: Анна            | Зачетка: 87386 | Балл: 29
Студент: Дмитрий         | Зачетка: 49031 | Балл: 26
Студент: Алексей         | Зачетка: 63884 | Балл: 31
Студент: Анна            | Зачетка: 48861 | Балл: 21
Студент: Иван            | Зачетка: 41241 | Балл: 46
Студент: Дмитрий         | Зачетка: 83514 | Балл: 74
Студент: Елена           | Зачетка: 39073 | Балл: 92
Студент: Дмитрий         | Зачетка: 34989 | Балл: 54
Студент: Мария           | Зачетка: 18340 | Балл: 82
Студент: Алексей         | Зачетка: 27302 | Балл: 9
Студент: Мария           | Зачетка: 22188 | Балл: 1
Студент: Дмитрий         | Зачетка: 35351 | Балл: 91
Студент: Алексей         | Зачетка: 81489 | Балл: 58
Студент: Анна            | Зачетка: 27879 | Балл: 10
Студент: Иван            | Зачетка: 94708 | Балл: 85
Студент: Алексей         | Зачетка: 49628 | Балл: 73
Студент: Алексей         | Зачетка: 68140 | Балл: 90
Студент: Алексей         | Зачетка: 49410 | Балл: 26
Студент: Анна            | Зачетка: 57942 | Балл: 82
Студент: Дмитрий         | Зачетка: 38918 | Балл: 49
Студент: Алексей         | Зачетка: 62019 | Балл: 25
Студент: Мария           | Зачетка: 42253 | Балл: 46
Студент: Анна            | Зачетка: 83701 | Балл: 100
Студент: Анна            | Зачетка: 51119 | Балл: 15
Студент: Мария           | Зачетка: 45849 | Балл: 81
Студент: Мария           | Зачетка: 56883 | Балл: 67
Студент: Дмитрий         | Зачетка: 79804 | Балл: 4
Студент: Анна            | Зачетка: 31335 | Балл: 54
Студент: Дмитрий         | Зачетка: 50461 | Балл: 23
Студент: Алексей         | Зачетка: 82333 | Балл: 10
Студент: Иван            | Зачетка: 62614 | Балл: 32
Студент: Елена           | Зачетка: 55686 | Балл: 47
Студент: Елена           | Зачетка: 57822 | Балл: 52
Студент: Елена           | Зачетка: 28483 | Балл: 42
Студент: Елена           | Зачетка: 41903 | Балл: 73
Студент: Анна            | Зачетка: 92504 | Балл: 24
Студент: Елена           | Зачетка: 18181 | Балл: 45
Студент: Иван            | Зачетка: 62231 | Балл: 77
Студент: Дмитрий         | Зачетка: 45826 | Балл: 27
Студент: Алексей         | Зачетка: 26608 | Балл: 85
Студент: Алексей         | Зачетка: 18471 | Балл: 68
Студент: Елена           | Зачетка: 63563 | Балл: 24
Студент: Иван            | Зачетка: 57702 | Балл: 5
Студент: Мария           | Зачетка: 12493 | Балл: 32
Студент: Анна            | Зачетка: 60270 | Балл: 77
Студент: Алексей         | Зачетка: 74194 | Балл: 9
Студент: Елена           | Зачетка: 69007 | Балл: 88
Студент: Дмитрий         | Зачетка: 12049 | Балл: 29
Студент: Анна            | Зачетка: 87228 | Балл: 29
Студент: Анна            | Зачетка: 20010 | Балл: 75
Студент: Алексей         | Зачетка: 90662 | Балл: 95
Студент: Мария           | Зачетка: 76376 | Балл: 99
Студент: Елена           | Зачетка: 76915 | Балл: 40
Студент: Анна            | Зачетка: 42403 | Балл: 77
Студент: Мария           | Зачетка: 78381 | Балл: 5
Студент: Дмитрий         | Зачетка: 46013 | Балл: 5
Студент: Анна            | Зачетка: 61291 | Балл: 15
Студент: Мария           | Зачетка: 77183 | Балл: 31
Студент: Елена           | Зачетка: 38251 | Балл: 87
Студент: Мария           | Зачетка: 96639 | Балл: 46
Студент: Мария           | Зачетка: 27465 | Балл: 58
Студент: Анна            | Зачетка: 16545 | Балл: 80
Студент: Анна            | Зачетка: 84551 | Балл: 74
Студент: Елена           | Зачетка: 94122 | Балл: 72
Студент: Алексей         | Зачетка: 46560 | Балл: 64
Студент: Иван            | Зачетка: 39595 | Балл: 99
Студент: Алексей         | Зачетка: 50459 | Балл: 93
Студент: Анна            | Зачетка: 89002 | Балл: 45
Студент: Мария           | Зачетка: 68192 | Балл: 67
Студент: Елена           | Зачетка: 38776 | Балл: 39
Студент: Алексей         | Зачетка: 98959 | Балл: 90
Студент: Иван            | Зачетка: 95779 | Балл: 7
Студент: Дмитрий         | Зачетка: 23424 | Балл: 44
Студент: Дмитрий         | Зачетка: 33073 | Балл: 5
Студент: Елена           | Зачетка: 49304 | Балл: 88
Студент: Мария           | Зачетка: 50355 | Балл: 54
Студент: Мария           | Зачетка: 53617 | Балл: 41
Студент: Иван            | Зачетка: 33107 | Балл: 16
Студент: Анна            | Зачетка: 80613 | Балл: 23
Студент: Мария           | Зачетка: 55216 | Балл: 31
Студент: Елена           | Зачетка: 69544 | Балл: 32
Студент: Елена           | Зачетка: 41925 | Балл: 0
Студент: Анна            | Зачетка: 45982 | Балл: 57
Студент: Дмитрий         | Зачетка: 78550 | Балл: 100
Студент: Дмитрий         | Зачетка: 29103 | Балл: 31
Студент: Дмитрий         | Зачетка: 63840 | Балл: 85
Студент: Алексей         | Зачетка: 77040 | Балл: 40
Студент: Елена           | Зачетка: 55840 | Балл: 76
Студент: Алексей         | Зачетка: 79969 | Балл: 13
Студент: Елена           | Зачетка: 65601 | Балл: 71
Студент: Елена           | Зачетка: 70015 | Балл: 50
Студент: Мария           | Зачетка: 37903 | Балл: 69
Студент: Елена           | Зачетка: 43496 | Балл: 19
Студент: Елена           | Зачетка: 56289 | Балл: 77
Студент: Дмитрий         | Зачетка: 46162 | Балл: 58
Студент: Иван            | Зачетка: 97680 | Балл: 19
Студент: Мария           | Зачетка: 84381 | Балл: 25
Студент: Дмитрий         | Зачетка: 76988 | Балл: 39
Студент: Анна            | Зачетка: 90093 | Балл: 5
Студент: Иван            | Зачетка: 94607 | Балл: 18
Студент: Елена           | Зачетка: 53572 | Балл: 57
Студент: Мария           | Зачетка: 63974 | Балл: 4
Студент: Анна            | Зачетка: 30678 | Балл: 100
Студент: Иван            | Зачетка: 54625 | Балл: 16
Студент: Дмитрий         | Зачетка: 13786 | Балл: 53
Студент: Иван            | Зачетка: 70434 | Балл: 89
Студент: Иван            | Зачетка: 55903 | Балл: 99
Студент: Елена           | Зачетка: 17560 | Балл: 65
Студент: Елена           | Зачетка: 10388 | Балл: 0
Студент: Дмитрий         | Зачетка: 92613 | Балл: 16
Студент: Анна            | Зачетка: 62404 | Балл: 60
Студент: Алексей         | Зачетка: 63511 | Балл: 51
Студент: Алексей         | Зачетка: 19741 | Балл: 95
Студент: Елена           | Зачетка: 91503 | Балл: 17
Студент: Алексей         | Зачетка: 80937 | Балл: 81
Студент: Иван            | Зачетка: 16108 | Балл: 23
Студент: Анна            | Зачетка: 21811 | Балл: 3
Студент: Дмитрий         | Зачетка: 78770 | Балл: 16
Студент: Иван            | Зачетка: 72330 | Балл: 97
Студент: Анна            | Зачетка: 96837 | Балл: 54
Студент: Елена           | Зачетка: 17270 | Балл: 49
Студент: Елена           | Зачетка: 61684 | Балл: 51
Студент: Елена           | Зачетка: 98871 | Балл: 27
Студент: Иван            | Зачетка: 46115 | Балл: 84
Студент: Иван            | Зачетка: 96919 | Балл: 20
Студент: Алексей         | Зачетка: 62456 | Балл: 70
Студент: Елена           | Зачетка: 92818 | Балл: 36
Студент: Дмитрий         | Зачетка: 88434 | Балл: 9
Студент: Мария           | Зачетка: 69953 | Балл: 38
Студент: Алексей         | Зачетка: 69954 | Балл: 20
Студент: Дмитрий         | Зачетка: 95472 | Балл: 71
Студент: Алексей         | Зачетка: 10690 | Балл: 56
Студент: Иван            | Зачетка: 55743 | Балл: 39
Студент: Алексей         | Зачетка: 99967 | Балл: 4
Студент: Дмитрий         | Зачетка: 46978 | Балл: 7
Студент: Мария           | Зачетка: 71176 | Балл: 55
Студент: Дмитрий         | Зачетка: 71826 | Балл: 63
Студент: Алексей         | Зачетка: 94842 | Балл: 99
Студент: Елена           | Зачетка: 91078 | Балл: 25
Студент: Анна            | Зачетка: 49269 | Балл: 77
Студент: Елена           | Зачетка: 18180 | Балл: 51
Студент: Иван            | Зачетка: 70516 | Балл: 77
Студент: Елена           | Зачетка: 30102 | Балл: 10
Студент: Алексей         | Зачетка: 33296 | Балл: 56
Студент: Анна            | Зачетка: 55910 | Балл: 92
Студент: Алексей         | Зачетка: 56244 | Балл: 100
Студент: Дмитрий         | Зачетка: 22115 | Балл: 0
Студент: Мария           | Зачетка: 87751 | Балл: 69
Студент: Дмитрий         | Зачетка: 52811 | Балл: 70
Студент: Анна            | Зачетка: 81269 | Балл: 53
Студент: Дмитрий         | Зачетка: 87462 | Балл: 96
Студент: Алексей         | Зачетка: 22040 | Балл: 34
Студент: Мария           | Зачетка: 67031 | Балл: 30
Студент: Иван            | Зачетка: 77269 | Балл: 19
Студент: Мария           | Зачетка: 26396 | Балл: 92
Студент: Елена           | Зачетка: 16854 | Балл: 68
Студент: Елена           | Зачетка: 42496 | Балл: 51
Студент: Елена           | Зачетка: 41426 | Балл: 13
Студент: Мария           | Зачетка: 40437 | Балл: 31
Студент: Алексей         | Зачетка: 84430 | Балл: 44
Студент: Елена           | Зачетка: 76344 | Балл: 74
Студент: Иван            | Зачетка: 71112 | Балл: 87
Студент: Алексей         | Зачетка: 72673 | Балл: 81
Студент: Мария           | Зачетка: 54976 | Балл: 5
Студент: Дмитрий         | Зачетка: 21627 | Балл: 47
Студент: Анна            | Зачетка: 69390 | Балл: 46
Студент: Алексей         | Зачетка: 66846 | Балл: 75
Студент: Анна            | Зачетка: 79731 | Балл: 82
Студент: Алексей         | Зачетка: 33363 | Балл: 75
Студент: Елена           | Зачетка: 26007 | Балл: 6
Студент: Мария           | Зачетка: 56921 | Балл: 35
Студент: Алексей         | Зачетка: 13369 | Балл: 41
Студент: Иван            | Зачетка: 85166 | Балл: 95
Студент: Алексей         | Зачетка: 29564 | Балл: 28
Студент: Елена           | Зачетка: 31832 | Балл: 55
Студент: Анна            | Зачетка: 98921 | Балл: 50
Студент: Елена           | Зачетка: 51825 | Балл: 57
Студент: Мария           | Зачетка: 67215 | Балл: 5
Студент: Мария           | Зачетка: 10777 | Балл: 20
Студент: Елена           | Зачетка: 64435 | Балл: 56
Студент: Дмитрий         | Зачетка: 26659 | Балл: 85
Студент: Иван            | Зачетка: 17667 | Балл: 48
Студент: Анна            | Зачетка: 91714 | Балл: 78
Студент: Алексей         | Зачетка: 82997 | Балл: 14
Студент: Елена           | Зачетка: 31472 | Балл: 71
Студент: Анна            | Зачетка: 82992 | Балл: 35
Студент: Анна            | Зачетка: 95117 | Балл: 99
Студент: Иван            | Зачетка: 13524 | Балл: 60
Студент: Алексей         | Зачетка: 86705 | Балл: 87
Студент: Елена           | Зачетка: 62828 | Балл: 76
Студент: Мария           | Зачетка: 99142 | Балл: 100
Студент: Иван            | Зачетка: 71087 | Балл: 91
Студент: Анна            | Зачетка: 95165 | Балл: 68
Студент: Мария           | Зачетка: 76251 | Балл: 98
Студент: Анна            | Зачетка: 21403 | Балл: 71
Студент: Дмитрий         | Зачетка: 12292 | Балл: 72
Студент: Дмитрий         | Зачетка: 97926 | Балл: 94
Студент: Алексей         | Зачетка: 39807 | Балл: 60
Студент: Елена           | Зачетка: 88744 | Балл: 90
Студент: Дмитрий         | Зачетка: 79469 | Балл: 22
Студент: Дмитрий         | Зачетка: 59242 | Балл: 65
Студент: Дмитрий         | Зачетка: 28435 | Балл: 65
Студент: Анна            | Зачетка: 57493 | Балл: 83
Студент: Мария           | Зачетка: 50765 | Балл: 37
Студент: Елена           | Зачетка: 47197 | Балл: 33
Студент: Иван            | Зачетка: 11498 | Балл: 31
Студент: Дмитрий         | Зачетка: 98550 | Балл: 54
Студент: Анна            | Зачетка: 24012 | Балл: 14
Студент: Алексей         | Зачетка: 19415 | Балл: 64
Студент: Елена           | Зачетка: 94446 | Балл: 62
Студент: Елена           | Зачетка: 91446 | Балл: 40
Студент: Анна            | Зачетка: 59371 | Балл: 85
Студент: Мария           | Зачетка: 92968 | Балл: 79
Студент: Мария           | Зачетка: 25050 | Балл: 39
Студент: Дмитрий         | Зачетка: 29720 | Балл: 0
Студент: Иван            | Зачетка: 44216 | Балл: 16
Студент: Алексей         | Зачетка: 81325 | Балл: 42
Студент: Елена           | Зачетка: 34017 | Балл: 54
Студент: Анна            | Зачетка: 29523 | Балл: 9
Студент: Анна            | Зачетка: 15562 | Балл: 7
Студент: Мария           | Зачетка: 13061 | Балл: 82
Студент: Алексей         | Зачетка: 98000 | Балл: 55
Студент: Дмитрий         | Зачетка: 98784 | Балл: 5
Студент: Анна            | Зачетка: 48064 | Балл: 78
Студент: Иван            | Зачетка: 57468 | Балл: 61
Студент: Елена           | Зачетка: 76231 | Балл: 10
Студент: Мария           | Зачетка: 71547 | Балл: 29
Студент: Мария           | Зачетка: 63835 | Балл: 39
Студент: Дмитрий         | Зачетка: 50763 | Балл: 53
Студент: Алексей         | Зачетка: 51566 | Балл: 55
Студент: Дмитрий         | Зачетка: 77130 | Балл: 3
Студент: Анна            | Зачетка: 69220 | Балл: 96
Студент: Анна            | Зачетка: 12435 | Балл: 77
Студент: Алексей         | Зачетка: 74156 | Балл: 46
Студент: Елена           | Зачетка: 28310 | Балл: 86
Студент: Иван            | Зачетка: 45168 | Балл: 21
Студент: Дмитрий         | Зачетка: 22125 | Балл: 31
Студент: Дмитрий         | Зачетка: 69001 | Балл: 67
Студент: Анна            | Зачетка: 32844 | Балл: 78
Студент: Елена           | Зачетка: 21095 | Балл: 52
Студент: Алексей         | Зачетка: 84263 | Балл: 69
Студент: Анна            | Зачетка: 36171 | Балл: 76
Студент: Алексей         | Зачетка: 10823 | Балл: 79
Студент: Алексей         | Зачетка: 79403 | Балл: 84
Студент: Анна            | Зачетка: 94676 | Балл: 99
Студент: Мария           | Зачетка: 65653 | Балл: 5
Студент: Анна            | Зачетка: 57206 | Балл: 73
Студент: Иван            | Зачетка: 80286 | Балл: 100
Студент: Иван            | Зачетка: 89993 | Балл: 81
Студент: Иван            | Зачетка: 86932 | Балл: 62
Студент: Алексей         | Зачетка: 11276 | Балл: 82
Студент: Анна            | Зачетка: 73444 | Балл: 41
Студент: Дмитрий         | Зачетка: 31736 | Балл: 56
Студент: Дмитрий         | Зачетка: 51804 | Балл: 9
Студент: Елена           | Зачетка: 16385 | Балл: 4
Студент: Анна            | Зачетка: 95983 | Балл: 58
Студент: Анна            | Зачетка: 36611 | Балл: 44
Студент: Анна            | Зачетка: 34408 | Балл: 26
Студент: Елена           | Зачетка: 31947 | Балл: 44
Студент: Елена           | Зачетка: 37025 | Балл: 20
Студент: Алексей         | Зачетка: 81590 | Балл: 52
Студент: Елена           | Зачетка: 79832 | Балл: 70
Студент: Дмитрий         | Зачетка: 48290 | Балл: 42
Студент: Мария           | Зачетка: 74243 | Балл: 83
Студент: Алексей         | Зачетка: 75561 | Балл: 58
Студент: Алексей         | Зачетка: 86507 | Балл: 32
Студент: Анна            | Зачетка: 66262 | Балл: 73
Студент: Мария           | Зачетка: 18748 | Балл: 88
Студент: Мария           | Зачетка: 31146 | Балл: 41
Студент: Иван            | Зачетка: 78325 | Балл: 76
Студент: Елена           | Зачетка: 79558 | Балл: 57
Студент: Алексей         | Зачетка: 78261 | Балл: 54
Студент: Дмитрий         | Зачетка: 32395 | Балл: 56
Студент: Иван            | Зачетка: 28226 | Балл: 87
Студент: Елена           | Зачетка: 36519 | Балл: 42
Студент: Алексей         | Зачетка: 38641 | Балл: 51
Студент: Алексей         | Зачетка: 30597 | Балл: 50
Студент: Иван            | Зачетка: 62081 | Балл: 61
Студент: Мария           | Зачетка: 73078 | Балл: 65
Студент: Дмитрий         | Зачетка: 45729 | Балл: 17
Студент: Иван            | Зачетка: 83440 | Балл: 85
Студент: Анна            | Зачетка: 85044 | Балл: 62
Студент: Алексей         | Зачетка: 45811 | Балл: 11
Студент: Мария           | Зачетка: 37725 | Балл: 39
Студент: Елена           | Зачетка: 50006 | Балл: 32
Студент: Мария           | Зачетка: 94188 | Балл: 89
Студент: Иван            | Зачетка: 72723 | Балл: 2
Студент: Алексей         | Зачетка: 30486 | Балл: 82
Студент: Дмитрий         | Зачетка: 47052 | Балл: 85
Студент: Мария           | Зачетка: 51658 | Балл: 91
Студент: Елена           | Зачетка: 72570 | Балл: 27
Студент: Анна            | Зачетка: 79281 | Балл: 20
Студент: Алексей         | Зачетка: 84692 | Балл: 38
Студент: Дмитрий         | Зачетка: 45576 | Балл: 99
Студент: Мария           | Зачетка: 80666 | Балл: 83
Студент: Дмитрий         | Зачетка: 14582 | Балл: 41
Студент: Мария           | Зачетка: 77689 | Балл: 12
